timestamp,solar_generation,wind_generation,grid_price,carbon_intensity,base_load,temperature_celsius
2024-01-01 00:00:00,0.0,0.46090554284124063,0.05,409.271433499,0.2,13.337000198048475
2024-01-01 00:15:00,0.0,0.5785895825919606,0.05,426.68697105474024,0.2,10.064338820566032
2024-01-01 00:30:00,0.0,0.5861030354130587,0.05,429.6333012269647,0.2,10.240101888235998
2024-01-01 00:45:00,0.0,0.48532384642584653,0.05,408.6412162184014,0.2,10.312191915067617
2024-01-01 01:00:00,0.0,0.4691943654387408,0.05,429.20466547002616,0.2,9.312297961920482
2024-01-01 01:15:00,0.0,0.7561804651416861,0.05,403.4571841881436,0.2,8.123766515580918
2024-01-01 01:30:00,0.0,0.6963038642344845,0.05,423.62349256677675,0.20390905900796286,12.977268127117538
2024-01-01 01:45:00,0.0,0.6089963429652646,0.05,427.7955720772181,0.2,9.404472026049506
2024-01-01 02:00:00,0.0,0.667219347272618,0.05,413.58286131549846,0.2,11.594473865060046
2024-01-01 02:15:00,0.0,0.4077589163746557,0.05,401.60538439368605,0.2,8.827476329461083
2024-01-01 02:30:00,0.0,0.573202539850588,0.05,408.4925157919644,0.2,9.61414738516601
2024-01-01 02:45:00,0.0,0.6331400748138251,0.05,421.8467929792126,0.2,8.967472001865984
2024-01-01 03:00:00,0.0,0.4537792977033054,0.05,405.04585038264537,0.2299279775844843,10.356087427790703
2024-01-01 03:15:00,0.0,0.5777641800980696,0.05,410.12034545677477,0.2,9.616455693565937
2024-01-01 03:30:00,0.0,0.5132972352738492,0.05,391.5055156112113,0.2,13.63507439732349
2024-01-01 03:45:00,0.0,0.5719004043420945,0.05,375.2849240814544,0.2,10.204817889395672
2024-01-01 04:00:00,0.0,0.5977356520957069,0.05,413.24318356477636,0.2,12.408441740664234
2024-01-01 04:15:00,0.0,0.497137433078102,0.05,428.67079486769455,0.2,12.338520387059976
2024-01-01 04:30:00,0.0,0.48381480381110886,0.05,385.523907723025,0.2,10.801351422519733
2024-01-01 04:45:00,0.0,0.5315103985416387,0.05,386.5303599858181,0.2,14.824662142711814
2024-01-01 05:00:00,0.0,0.4196977707509018,0.05,408.2013537209075,0.2,14.021189819720027
2024-01-01 05:15:00,0.0,0.4029515268692667,0.05,358.09236309965985,0.29941957368489525,9.907852520667118
2024-01-01 05:30:00,0.0,0.3996543521668764,0.05,407.9595016252513,0.2216706168301702,14.798449647289283
2024-01-01 05:45:00,0.0,0.4635208353428791,0.05,402.3370364863006,0.2,9.899561936924986
