task_id,arrival_time,duration,deadline,cpu_req,priority,status
0,63.930810128828774,24.29646948382397,112.99159747913501,0.021341899029755727,1,pending
1,145.35909250582205,36.61601332311332,247.2369753217727,0.3491663318462675,1,pending
2,276.4452466674154,10.595822244949723,289.82896191447605,0.36616365747954954,0,pending
3,285.27149562243625,7.106720537867065,303.4795299014409,0.08273923905591478,1,pending
4,295.5051297200869,50.32942417878967,355.9145088024395,0.02841919747987484,1,pending
5,310.42523764497537,21.963387133977854,367.69923587528274,0.10667690999278624,0,pending
6,315.5540340108015,67.30925234728832,434.43720473801295,0.0342078992411788,1,pending
7,390.4779432556637,64.41406032649701,513.208186328543,0.0253089233227153,2,pending
8,555.9215222987991,30.428416212722734,612.5245357689523,0.2688173419526249,0,pending
9,630.4433505152707,5.338391525051943,645.3525927825466,0.2538238942635391,1,pending
10,702.0673984096144,78.88223583575869,922.2317443018289,0.21143975470689,1,pending
11,729.4636952817368,5.0,742.2868180266823,0.16555400487680969,1,pending
12,753.5184305076651,23.079822031299695,812.5845169140181,0.11705645928636589,1,pending
13,753.690530931852,5.0,764.9181561581065,0.01,1,pending
14,791.1277208357353,5.0,802.2118501597658,0.17468453838181336,1,pending
15,804.9713856818558,67.87396239025057,911.2269097293596,0.14467763504928058,0,pending
16,836.1171297526502,13.86830589700769,877.6298025265888,0.1279015977515016,1,pending
17,848.1067538795106,46.85474201749503,930.4189364550712,0.09145097047043535,1,pending
18,896.1087128870614,18.91985113700982,934.7911853541619,0.01,1,pending
19,1028.2780005371178,10.314829241513138,1058.8568215798666,0.05011244769501565,1,pending
20,1044.7959184103343,17.335547395315505,1074.7590421151945,0.19559226125232318,1,pending
21,1045.5591034506988,24.46160848979731,1093.95934841807,0.12461323505283409,1,pending
22,1102.1892146030957,35.49326339300131,1194.9074523436298,0.07441222499035878,1,pending
23,1108.4670339464096,13.87717213408716,1146.759076196671,0.07323337095008746,0,pending
24,1118.1144089940615,40.53340401847788,1217.4346211746536,0.16214649543970255,1,pending
25,1151.8451404721775,18.627171042425697,1178.9543940646804,0.20911060871182788,1,pending
26,1180.7008107424735,18.07754264434602,1203.4416359438726,0.378775319521148,0,pending
27,1258.7891919812996,24.144824561227686,1289.7633197845628,0.01,1,pending
28,1264.2477241513386,35.92195381686186,1316.3601726615248,0.18181010090812597,0,pending
29,1325.2644232571822,10.214578163655604,1340.6136681520982,0.09211893962339415,1,pending
30,1328.0525408766011,8.6214783254152,1343.5539517389443,0.015580319271677965,2,pending
31,1376.142099049074,26.042982030512118,1412.7087373130644,0.03542882650142128,1,pending
32,1385.3924694118198,5.0,1397.319666143559,0.058429250916738285,0,pending
33,1425.057793487273,19.48902732304688,1470.6799747544421,0.16192153003353948,2,pending
34,1438.21038651443,32.711310936064166,1497.6944081755505,0.07568984419554775,1,pending
35,1468.285515204224,26.54341124212068,1516.3311807214259,0.01,1,pending
36,1481.443140788934,5.0,1491.9899070746283,0.1755283682904292,1,pending
37,1482.036098554638,9.43758247954643,1496.7530249680933,0.028557439885902144,0,pending
38,1486.4323204398604,92.53237767785895,1663.050899139299,0.11302887388234097,1,pending
39,1488.1315391561761,57.597053990978324,1582.02479545572,0.21364479122694632,0,pending
40,1492.9859383683586,10.532937047641013,1511.7532049567,0.17042333510632462,1,pending
41,1495.3353260506901,13.180783981139943,1528.4886341418628,0.06881366413333816,0,pending
42,1526.5554844665241,12.788511159997135,1551.8283408203422,0.013335856225935366,0,pending
43,1532.884150363105,14.599029482197082,1567.4444051709606,0.12529574954402667,1,pending
44,1599.4981381658833,47.506484187385055,1736.234715866947,0.011095778147966452,2,pending
45,1664.4321566976027,5.0,1675.6885186560203,0.013288041078410135,1,pending
46,1667.0063632092267,7.494284309620832,1689.3376794805915,0.19753421908108929,1,pending
47,1684.3032174208065,21.64759633544157,1723.6492138102271,0.015253669304472866,0,pending
48,1734.3542731696605,5.0,1743.6375876694983,0.09889732689638739,2,pending
