timestamp,solar_generation,wind_generation,grid_price,carbon_intensity,base_load,temperature_celsius
2024-01-01 00:00:00,0.0,0.5340675865222834,0.05,386.58647527189805,0.2,10.043048604138102
2024-01-01 00:15:00,0.0,0.7238155133002898,0.05,375.1055440616247,0.2,10.60018882773267
2024-01-01 00:30:00,0.0,0.5726194694623232,0.05,397.87582616562,0.2,8.490406104513415
2024-01-01 00:45:00,0.0,0.7016462973358208,0.05,404.41213845917764,0.2,9.99430344386612
2024-01-01 01:00:00,0.0,0.6875893800727222,0.05,396.6261793003575,0.2,13.595513566291807
2024-01-01 01:15:00,0.0,0.4717195101604724,0.05,404.070312074371,0.2,9.188320189690371
2024-01-01 01:30:00,0.0,0.7098467183291726,0.05,415.5328497867558,0.2,8.723715771619165
2024-01-01 01:45:00,0.0,0.6088858250142519,0.05,415.45668098532803,0.2,8.785175729297157
2024-01-01 02:00:00,0.0,0.4525367753824659,0.05,417.1474273035127,0.2,9.619569157297734
2024-01-01 02:15:00,0.0,0.7423770564542823,0.05,420.10652051332625,0.2,13.606053429598857
2024-01-01 02:30:00,0.0,0.5461131092652387,0.05,409.94163882006404,0.2,12.896949410215466
2024-01-01 02:45:00,0.0,0.35602364626470373,0.05,407.1265165914612,0.2,9.905307148830703
2024-01-01 03:00:00,0.0,0.47079472144689866,0.05,438.85922869688966,0.2,9.055102875271034
2024-01-01 03:15:00,0.0,0.4366237388484912,0.05,415.6723966108166,0.2,7.008738265364201
2024-01-01 03:30:00,0.0,0.4535782923902574,0.05,383.0966600431992,0.2057827029955888,8.938570143962986
2024-01-01 03:45:00,0.0,0.46659550538809585,0.05,362.7390628635505,0.2,7.082189016650355
2024-01-01 04:00:00,0.0,0.4742610733715069,0.05,395.1769501547669,0.2,12.819980605517856
2024-01-01 04:15:00,0.0,0.4589574671920867,0.05,412.4948405296301,0.2,14.35641623357036
2024-01-01 04:30:00,0.0,0.46678816387531213,0.05,419.1790021490048,0.2,11.316004294511743
2024-01-01 04:45:00,0.0,0.5230272317023879,0.05,374.9905171279303,0.2,13.249391324899042
2024-01-01 05:00:00,0.0,0.377120173097776,0.05,414.5884387670067,0.2,10.750956964390138
2024-01-01 05:15:00,0.0,0.5571181175036202,0.05,422.69372039855125,0.2146775567502158,9.52676989138739
2024-01-01 05:30:00,0.0,0.30358688858684296,0.05,412.17473792183745,0.26350066947044204,14.023734322906247
2024-01-01 05:45:00,0.0,0.4745925114285712,0.05,408.31451019959576,0.2,15.210981949214235
2024-01-01 06:00:00,0.0,0.5643271327685935,0.05,397.3437878239505,0.32802764799584777,18.40794754346407
2024-01-01 06:15:00,0.061795292303372995,0.36918371928998045,0.05,377.7193328717353,0.31105693669976053,19.70347993644115
2024-01-01 06:30:00,0.11612298896595256,0.39324129865481366,0.05,389.6056879539503,0.3086337305961485,15.616029479102126
2024-01-01 06:45:00,0.18326218504177144,0.2641846965592272,0.05,372.64887459160474,0.25286374374992104,18.609834901179703
2024-01-01 07:00:00,0.24435058131441298,0.29705801856699315,0.1,341.6934500467304,0.3362977074471477,18.041990015913942
2024-01-01 07:15:00,0.2940990812365073,0.4924799606608331,0.1,386.5542339127653,0.35921939956479404,18.053639320569747
